Mata_Uang,Usia,Gender,Plan,Term,PPP,100_Ribu,150_Ribu,200_Ribu,250_Ribu,300_Ribu,350_Ribu,500_Ribu,750_Ribu,1_Juta,5_Juta
USD,20,PRIA,Flexi Berkah,90,5,11101,16652,22202,27753,33303,38854,55505,77708,103610,518050
USD,20,PRIA,Flexi Berkah,,10,6167,8673,11564,14455,17346,20237,28910,43365,57820,269800
USD,20,PRIA,Flexi Berkah,,15,4190,6285,7856,9820,11784,13748,19640,29460,39280,183300
USD,20,PRIA,Flexi Cermat,15,5,16854,25281,33708,42135,50562,58989,84270,126405,168540,842700
USD,20,PRIA,Flexi Cermat,,10,8767,13151,17534,21918,26301,30685,43835,65753,87670,438350
USD,20,PRIA,Flexi Cermat,25,5,12286,18429,24572,30715,36858,43001,61430,86003,114670,573350
USD,20,PRIA,Flexi Cermat,,10,6716,9444,12592,15740,18888,22036,31480,47220,62960,293850
USD,20,PRIA,Flexi Cermat,,15,4235,6353,7942,9928,11913,13899,19855,29783,39710,185300
USD,20,PRIA,Flexi Cermat,35,5,8785,13178,17570,21963,26355,30748,43925,65888,81990,409950
USD,20,PRIA,Flexi Cermat,,10,4505,6758,8446,10558,12669,14781,21115,31673,42230,197100
USD,20,PRIA,Flexi Cermat,,15,3027,4541,6054,7500,8514,9933,14190,21285,28380,132450
IDR,20,WANITA,Flexi Amanah,YRT,1,-,-,-,-,4.5,5.3,7.6,11.3,15.1,75.5
IDR,20,WANITA,Flexi Amanah,5,5,-,-,-,-,4.5,5.3,7.6,11.3,15.1,75.5
IDR,20,WANITA,Flexi Amanah,10,10,-,-,-,-,4.6,5.3,7.6,11.4,15.2,76.0
IDR,20,WANITA,Flexi Berkah,90,5,24.2,36.3,48.4,60.5,72.6,79.4,113.5,170.2,226.9,1,059.0
IDR,20,WANITA,Flexi Berkah,,10,12.6,18.9,22.4,28.0,33.6,39.2,56.0,78.8,105.0,525.0
IDR,20,WANITA,Flexi Berkah,,15,9.0,12.2,16.2,19.2,21.6,25.2,36.0,54.0,72.0,337.5
IDR,20,WANITA,Flexi Cermat,15,5,132.9,199.3,265.8,332.2,398.6,465.1,664.4,996.6,1,328.8,6,644.0
IDR,20,WANITA,Flexi Cermat,,10,71.9,107.9,143.8,179.8,215.8,251.7,359.6,539.4,719.2,3,596.0
IDR,20,WANITA,Flexi Cermat,25,5,81.1,121.7,162.2,202.8,243.3,283.9,405.5,608.3,756.9,3,784.5
IDR,20,WANITA,Flexi Cermat,,10,44.3,66.5,83.1,103.9,124.6,145.4,207.7,311.6,415.4,1,938.5
IDR,20,WANITA,Flexi Cermat,,15,30.5,45.8,61.0,75.0,85.8,100.1,143.0,214.4,285.9,1,334.0
IDR,20,WANITA,Flexi Cermat,35,5,47.5,71.3,89.1,111.4,133.6,155.9,222.7,334.1,445.4,2,078.5
IDR,20,WANITA,Flexi Cermat,,10,26.4,39.6,52.9,66.1,75.0,86.7,123.9,185.9,247.8,1,156.5
IDR,20,WANITA,Flexi Cermat,,15,18.7,24.9,33.2,41.6,49.9,58.2,78.0,116.9,155.9,727.5
USD,20,WANITA,Flexi Amanah,YRT,1,-,-,-,-,453,529,755,1133,1510,7550
USD,20,WANITA,Flexi Amanah,5,5,-,-,-,-,453,529,755,1133,1510,7550
USD,20,WANITA,Flexi Amanah,10,10,-,-,-,-,456,532,760,1140,1520,7600
USD,20,WANITA,Flexi Berkah,90,5,9557,14336,19114,23893,28671,33450,47785,70000,89200,446000
USD,20,WANITA,Flexi Berkah,,10,4978,7467,9334,11668,14001,16335,23335,35003,46670,217750
USD,20,WANITA,Flexi Berkah,,15,3555,5333,7110,8333,9999,11666,16665,24998,33330,155550
USD,20,WANITA,Flexi Cermat,15,5,16823,25235,33646,42058,50469,58881,84115,126173,168230,841150
USD,20,WANITA,Flexi Cermat,,10,8675,13013,17350,21688,26025,30363,43375,65063,86750,433750
USD,20,WANITA,Flexi Cermat,25,5,11900,17850,23800,29750,35700,41650,59500,83303,111070,555350
USD,20,WANITA,Flexi Cermat,,10,6562,9228,12304,15380,18456,21532,30760,46140,61520,287050
USD,20,WANITA,Flexi Cermat,,15,4138,6207,7760,9700,11640,13580,19400,29100,38800,181050
USD,20,WANITA,Flexi Cermat,35,5,8470,12705,16940,21175,25410,29645,42350,63525,79050,395250
USD,20,WANITA,Flexi Cermat,,10,4333,6500,8124,10155,12186,14217,20310,30465,40620,189550
USD,20,WANITA,Flexi Cermat,,15,2941,4412,5882,7353,8271,9650,13785,20678,27570,128650
IDR,21,PRIA,Flexi Amanah,YRT,1,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,21,PRIA,Flexi Amanah,5,5,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,21,PRIA,Flexi Amanah,10,10,-,-,-,5.0,5.9,6.9,9.9,14.9,19.8,99.0
IDR,21,PRIA,Flexi Berkah,89,5,28.9,43.3,57.7,72.2,81.2,94.7,135.4,203.0,270.7,1,263.0
IDR,21,PRIA,Flexi Berkah,,10,15.0,20.1,26.7,33.4,40.1,46.8,66.9,94.0,125.3,626.5
IDR,21,PRIA,Flexi Berkah,,15,11.1,16.6,19.7,24.6,29.5,34.4,49.2,73.7,92.2,461.0
IDR,21,PRIA,Flexi Cermat,15,5,140.5,210.8,281.1,351.4,421.6,491.9,702.7,1,054.1,1,405.4,7,027.0
IDR,21,PRIA,Flexi Cermat,,10,74.2,111.3,148.4,185.6,222.7,259.8,371.1,556.7,742.2,3,711.0
IDR,21,PRIA,Flexi Cermat,25,5,82.1,123.1,164.1,205.1,246.2,287.2,410.3,615.4,765.8,3,829.0
IDR,21,PRIA,Flexi Cermat,,10,46.3,69.5,86.8,108.5,130.2,151.9,217.0,325.5,434.0,2,025.5
IDR,21,PRIA,Flexi Cermat,,15,31.6,47.4,63.2,75.0,88.8,103.6,148.0,222.0,296.0,1,381.5
IDR,21,PRIA,Flexi Cermat,35,5,48.7,73.0,91.3,114.1,137.0,159.8,228.3,342.4,456.5,2,130.0
IDR,21,PRIA,Flexi Cermat,,10,27.2,40.8,54.4,68.0,76.5,89.3,127.6,191.3,255.1,1,190.5
IDR,21,PRIA,Flexi Cermat,,15,19.6,29.5,39.3,49.1,58.9,68.7,92.1,138.1,184.1,859.5
USD,21,PRIA,Flexi Amanah,YRT,1,-,-,-,490,588,686,980,1470,1960,9800
USD,21,PRIA,Flexi Amanah,5,5,-,-,-,490,588,686,980,1470,1960,9800
USD,21,PRIA,Flexi Amanah,10,10,-,-,-,495,594,693,990,1485,1980,9900
USD,21,PRIA,Flexi Berkah,89,5,11404,17106,22808,28510,34212,39914,57020,79830,106440,532200
USD,21,PRIA,Flexi Berkah,,10,6335,8909,11878,14848,17817,20787,29695,44543,59390,277150
USD,21,PRIA,Flexi Berkah,,15,4297,6446,8056,10070,12084,14098,20140,30210,40280,188000
USD,21,PRIA,Flexi Cermat,15,5,16865,25298,33730,42163,50595,59028,84325,126488,168650,843250
USD,21,PRIA,Flexi Cermat,,10,8773,13160,17546,21933,26319,30706,43865,65798,87730,438650
USD,21,PRIA,Flexi Cermat,25,5,12295,18443,24590,30738,36885,43033,61475,86063,114750,573750
USD,21,PRIA,Flexi Cermat,,10,6722,9453,12604,15755,18906,22057,31510,47265,63020,294100
USD,21,PRIA,Flexi Cermat,,15,4243,6365,7956,9945,11934,13923,19890,29835,39780,185650
USD,21,PRIA,Flexi Cermat,35,5,8819,13229,17638,22048,26457,30867,44095,66143,82310,411550
USD,21,PRIA,Flexi Cermat,,10,4521,6782,8476,10595,12714,14833,21190,31785,42380,197800
USD,21,PRIA,Flexi Cermat,,15,3036,4554,6072,7500,8538,9961,14230,21345,28460,132850
IDR,21,WANITA,Flexi Amanah,YRT,1,-,-,-,-,4.5,5.3,7.6,11.3,15.1,75.5
IDR,21,WANITA,Flexi Amanah,5,5,-,-,-,-,4.6,5.3,7.6,11.4,15.2,76.0
IDR,21,WANITA,Flexi Amanah,10,10,-,-,-,-,4.6,5.4,7.7,11.6,15.4,77.0
IDR,21,WANITA,Flexi Berkah,89,5,24.9,37.3,49.7,62.2,74.6,81.6,116.6,174.9,233.2,1,088.0
IDR,21,WANITA,Flexi Berkah,,10,13.0,19.2,23.0,28.8,34.5,40.3,57.6,80.9,107.9,539.5
IDR,21,WANITA,Flexi Berkah,,15,9.3,12.5,16.7,19.2,22.3,26.0,37.1,55.7,74.2,347.5
IDR,21,WANITA,Flexi Cermat,15,5,133.0,199.5,266.0,332.5,399.0,465.5,665.0,997.5,1,330.0,6,650.0
IDR,21,WANITA,Flexi Cermat,,10,72.1,108.1,144.1,180.2,216.2,252.2,360.3,540.5,720.6,3,603.0
IDR,21,WANITA,Flexi Cermat,25,5,81.1,121.7,162.3,202.9,243.4,284.0,405.7,608.6,757.3,3,786.5
IDR,21,WANITA,Flexi Cermat,,10,44.4,66.5,83.2,104.0,124.7,145.5,207.9,311.9,415.8,1,940.5
IDR,21,WANITA,Flexi Cermat,,15,30.6,45.9,61.1,75.0,86.0,100.3,143.3,215.0,286.6,1,337.5
IDR,21,WANITA,Flexi Cermat,35,5,47.8,71.7,89.6,112.0,134.4,156.8,224.0,336.0,448.0,2,090.5
IDR,21,WANITA,Flexi Cermat,,10,26.5,39.8,53.1,66.4,75.0,87.1,124.4,186.6,248.8,1,161.0
IDR,21,WANITA,Flexi Cermat,,15,18.8,25.0,33.3,41.7,50.0,58.3,78.2,117.2,156.3,729.5
USD,21,WANITA,Flexi Amanah,YRT,1,-,-,-,-,453,529,755,1133,1510,7550
USD,21,WANITA,Flexi Amanah,5,5,-,-,-,-,456,532,760,1140,1520,7600
USD,21,WANITA,Flexi Amanah,10,10,-,-,-,-,462,539,770,1155,1540,7700
USD,21,WANITA,Flexi Berkah,89,5,9824,14736,19648,24560,29472,34384,49120,70000,91690,458450
USD,21,WANITA,Flexi Berkah,,10,5458,7676,10234,12793,15351,17910,25585,38378,51170,238800
USD,21,WANITA,Flexi Berkah,,15,3660,5490,7320,8578,10293,12009,17155,25733,34310,160150
USD,21,WANITA,Flexi Cermat,15,5,16834,25251,33668,42085,50502,58919,84170,126255,168340,841700
USD,21,WANITA,Flexi Cermat,,10,8681,13022,17362,21703,26043,30384,43405,65108,86810,434050
USD,21,WANITA,Flexi Cermat,25,5,11907,17861,23814,29768,35721,41675,59535,83348,111130,555650
USD,21,WANITA,Flexi Cermat,,10,6569,9237,12316,15395,18474,21553,30790,46185,61580,287400
USD,21,WANITA,Flexi Cermat,,15,4149,6224,7780,9725,11670,13615,19450,29175,38900,181500
USD,21,WANITA,Flexi Cermat,35,5,8514,12771,17028,21285,25542,29799,42570,63855,79460,397300
USD,21,WANITA,Flexi Cermat,,10,4352,6528,8160,10200,12240,14280,20400,30600,40800,190400
USD,21,WANITA,Flexi Cermat,,15,2953,4430,5906,7383,8304,9688,13840,20760,27680,129200
IDR,22,PRIA,Flexi Amanah,YRT,1,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,22,PRIA,Flexi Amanah,5,5,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,22,PRIA,Flexi Amanah,10,10,-,-,-,5.0,6.0,7.0,10.0,15.0,20.0,100.0
IDR,22,PRIA,Flexi Berkah,88,5,29.6,44.5,59.3,74.1,83.4,97.3,139.0,208.4,277.9,1,297.0
IDR,22,PRIA,Flexi Berkah,,10,15.4,20.6,27.4,34.3,41.2,48.0,68.6,96.5,128.6,643.0
IDR,22,PRIA,Flexi Berkah,,15,11.4,17.0,20.2,25.3,30.3,35.4,50.5,75.0,94.7,473.5
IDR,22,PRIA,Flexi Cermat,15,5,140.7,211.0,281.3,351.7,422.0,492.3,703.3,1,055.0,1,406.6,7,033.0
IDR,22,PRIA,Flexi Cermat,,10,74.4,111.5,148.7,185.9,223.1,260.3,371.8,557.7,743.6,3,718.0
IDR,22,PRIA,Flexi Cermat,25,5,82.3,123.4,164.5,205.7,246.8,287.9,411.3,617.0,767.8,3,839.0
IDR,22,PRIA,Flexi Cermat,,10,46.3,69.5,86.9,108.6,130.4,152.1,217.3,325.9,434.5,2,027.5
IDR,22,PRIA,Flexi Cermat,,15,31.6,47.4,63.3,75.0,89.0,103.8,148.3,222.5,296.6,1,384.0
IDR,22,PRIA,Flexi Cermat,35,5,48.9,73.3,91.7,114.6,137.5,160.4,229.2,343.7,458.3,2,139.0
IDR,22,PRIA,Flexi Cermat,,10,27.3,40.9,54.5,68.1,76.7,89.4,127.8,191.6,255.5,1,192.0
IDR,22,PRIA,Flexi Cermat,,15,19.7,29.5,39.4,49.2,59.0,68.9,92.3,138.4,184.5,861.0
USD,22,PRIA,Flexi Amanah,YRT,1,-,-,-,490,588,686,980,1470,1960,9800
USD,22,PRIA,Flexi Amanah,5,5,-,-,-,490,588,686,980,1470,1960,9800
USD,22,PRIA,Flexi Amanah,10,10,-,-,-,500,600,700,1000,1500,2000,10000
USD,22,PRIA,Flexi Berkah,88,5,11708,17562,23416,29270,35124,40978,58540,81953,109270,546350
USD,22,PRIA,Flexi Berkah,,10,6504,9147,12196,15245,18294,21343,30490,45735,60980,284550
USD,22,PRIA,Flexi Berkah,,15,4403,6605,8256,10320,12384,14448,20640,30960,41280,192650
USD,22,PRIA,Flexi Cermat,15,5,16876,25314,33752,42190,50628,59066,84380,126570,168760,843800
USD,22,PRIA,Flexi Cermat,,10,8779,13169,17558,21948,26337,30727,43895,65843,87790,438950
USD,22,PRIA,Flexi Cermat,25,5,12305,18458,24610,30763,36915,43068,61525,86130,114840,574200
USD,22,PRIA,Flexi Cermat,,10,6730,9464,12618,15773,18927,22082,31545,47318,63090,294400
USD,22,PRIA,Flexi Cermat,,15,4251,6377,7972,9965,11958,13951,19930,29895,39860,186000
USD,22,PRIA,Flexi Cermat,35,5,8852,13278,17704,22130,26556,30982,44260,66390,82620,413100
USD,22,PRIA,Flexi Cermat,,10,4536,6804,8506,10633,12759,14886,21265,31898,42530,198450
USD,22,PRIA,Flexi Cermat,,15,3045,4568,6090,7500,8565,9993,14275,21413,28550,133200
IDR,22,WANITA,Flexi Amanah,YRT,1,-,-,-,-,4.5,5.3,7.6,11.3,15.1,75.5
IDR,22,WANITA,Flexi Amanah,5,5,-,-,-,-,4.6,5.3,7.6,11.4,15.2,76.0
IDR,22,WANITA,Flexi Amanah,10,10,-,-,-,-,4.7,5.5,7.8,11.7,15.6,78.0
IDR,22,WANITA,Flexi Berkah,88,5,25.6,38.3,51.1,63.9,75.0,83.9,119.8,179.7,239.6,1,118.0
IDR,22,WANITA,Flexi Berkah,,10,13.3,19.2,23.7,29.6,35.5,41.4,59.2,83.2,110.9,554.5
IDR,22,WANITA,Flexi Berkah,,15,9.5,12.9,17.2,19.2,22.9,26.7,38.1,57.2,75.0,357.5
IDR,22,WANITA,Flexi Cermat,15,5,133.1,199.7,266.2,332.8,399.4,465.9,665.6,998.4,1,331.2,6,656.0
IDR,22,WANITA,Flexi Cermat,,10,72.2,108.3,144.4,180.5,216.6,252.7,361.0,541.5,722.0,3,610.0
IDR,22,WANITA,Flexi Cermat,25,5,81.2,121.8,162.4,203.0,243.6,284.2,406.0,608.9,757.8,3,789.0
IDR,22,WANITA,Flexi Cermat,,10,44.4,66.6,83.3,104.1,124.9,145.7,208.2,312.2,416.3,1,942.5
IDR,22,WANITA,Flexi Cermat,,15,30.6,46.0,61.3,75.0,86.2,100.6,143.7,215.5,287.3,1,340.5
IDR,22,WANITA,Flexi Cermat,35,5,48.1,72.1,90.1,112.7,135.2,157.7,225.3,338.0,450.6,2,103.0
IDR,22,WANITA,Flexi Cermat,,10,26.6,40.0,53.3,66.6,75.0,87.4,124.9,187.4,249.8,1,165.5
IDR,22,WANITA,Flexi Cermat,,15,18.8,25.1,33.5,41.8,50.2,58.6,78.4,117.6,156.8,732.0
USD,22,WANITA,Flexi Amanah,YRT,1,-,-,-,-,453,529,755,1133,1510,7550
USD,22,WANITA,Flexi Amanah,5,5,-,-,-,-,456,532,760,1140,1520,7600
USD,22,WANITA,Flexi Amanah,10,10,-,-,-,-,468,546,780,1170,1560,7800
USD,22,WANITA,Flexi Berkah,88,5,10092,15138,20184,25230,30276,35322,50460,70643,94190,470950
USD,22,WANITA,Flexi Berkah,,10,5606,7884,10512,13140,15768,18396,26280,39420,52560,245300
USD,22,WANITA,Flexi Berkah,,15,3766,5649,7500,8825,10590,12355,17650,26475,35300,164750
USD,22,WANITA,Flexi Cermat,15,5,16844,25266,33688,42110,50532,58954,84220,126330,168440,842200
USD,22,WANITA,Flexi Cermat,,10,8688,13032,17376,21720,26064,30408,43440,65160,86880,434400
USD,22,WANITA,Flexi Cermat,25,5,11913,17870,23826,29783,35739,41696,59565,83393,111190,555950
USD,22,WANITA,Flexi Cermat,,10,6575,9246,12328,15410,18492,21574,30820,46230,61640,287650
USD,22,WANITA,Flexi Cermat,,15,4158,6237,7798,9748,11697,13647,19495,29243,38990,181950
USD,22,WANITA,Flexi Cermat,35,5,8558,12837,17116,21395,25674,29953,42790,64185,79870,399350
USD,22,WANITA,Flexi Cermat,,10,4371,6557,8196,10245,12294,14343,20490,30735,40980,191250
USD,22,WANITA,Flexi Cermat,,15,2965,4448,5930,7413,8340,9730,13900,20850,27800,129700
IDR,23,PRIA,Flexi Amanah,YRT,1,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,23,PRIA,Flexi Amanah,5,5,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,23,PRIA,Flexi Amanah,10,10,-,-,4.0,5.1,6.1,7.1,10.1,15.2,20.2,101.0
IDR,23,PRIA,Flexi Berkah,87,5,30.4,45.6,60.8,75.0,85.5,99.8,142.6,213.8,285.1,1,330.5
IDR,23,PRIA,Flexi Berkah,,10,15.8,21.1,28.2,35.2,42.2,49.3,70.4,99.0,132.0,660.0
IDR,23,PRIA,Flexi Berkah,,15,11.7,17.5,20.7,25.9,31.1,36.3,51.9,75.0,97.2,486.0
IDR,23,PRIA,Flexi Cermat,15,5,140.8,211.2,281.6,352.0,422.4,492.8,704.0,1,055.9,1,407.9,7,039.5
IDR,23,PRIA,Flexi Cermat,,10,74.5,111.8,149.0,186.3,223.5,260.8,372.5,558.8,745.0,3,725.0
IDR,23,PRIA,Flexi Cermat,25,5,82.5,123.7,165.0,206.2,247.4,288.7,412.4,618.6,769.8,3,849.0
IDR,23,PRIA,Flexi Cermat,,10,46.4,69.6,87.0,108.7,130.5,152.2,217.5,326.2,434.9,2,029.5
IDR,23,PRIA,Flexi Cermat,,15,31.7,47.5,63.4,75.0,89.1,104.0,148.6,222.8,297.1,1,386.5
IDR,23,PRIA,Flexi Cermat,35,5,49.1,73.7,92.1,115.1,138.1,161.1,230.2,345.2,460.3,2,148.0
IDR,23,PRIA,Flexi Cermat,,10,27.3,40.9,54.6,68.2,76.7,89.5,127.9,191.9,255.8,1,194.0
IDR,23,PRIA,Flexi Cermat,,15,19.7,29.6,39.4,49.3,59.2,69.0,92.5,138.7,184.9,863.0
USD,23,PRIA,Flexi Amanah,YRT,1,-,-,-,490,588,686,980,1470,1960,9800
USD,23,PRIA,Flexi Amanah,5,5,-,-,-,490,588,686,980,1470,1960,9800
USD,23,PRIA,Flexi Amanah,10,10,-,-,404,505,606,707,1010,1515,2020,10100
USD,23,PRIA,Flexi Berkah,87,5,12011,18017,24022,30028,36033,42039,60055,84075,112100,560500
USD,23,PRIA,Flexi Berkah,,10,6673,9384,12512,15640,18768,21896,31280,46920,62560,291950
USD,23,PRIA,Flexi Berkah,,15,4510,6765,8458,10573,12687,14802,21145,31718,42290,197350
USD,23,PRIA,Flexi Cermat,15,5,16887,25331,33774,42218,50661,59105,84435,126653,168870,844350
USD,23,PRIA,Flexi Cermat,,10,8786,13179,17572,21965,26358,30751,43930,65895,87860,439300
USD,23,PRIA,Flexi Cermat,25,5,12314,18471,24628,30785,36942,43099,61570,86198,114930,574650
USD,23,PRIA,Flexi Cermat,,10,6736,9473,12630,15788,18945,22103,31575,47363,63150,294700
USD,23,PRIA,Flexi Cermat,,15,4258,6387,7984,9980,11976,13972,19960,29940,39920,186300
USD,23,PRIA,Flexi Cermat,35,5,8886,13329,17772,22215,26658,31101,44430,66645,82940,414700
USD,23,PRIA,Flexi Cermat,,10,4552,6828,8536,10670,12804,14938,21340,32010,42680,199150
USD,23,PRIA,Flexi Cermat,,15,3054,4581,6108,7500,8589,10021,14315,21473,28630,133600
IDR,23,WANITA,Flexi Amanah,YRT,1,-,-,-,-,4.6,5.3,7.6,11.4,15.2,76.0
IDR,23,WANITA,Flexi Amanah,5,5,-,-,-,-,4.6,5.3,7.6,11.4,15.2,76.0
IDR,23,WANITA,Flexi Amanah,10,10,-,-,-,-,4.7,5.5,7.9,11.9,15.8,79.0
IDR,23,WANITA,Flexi Berkah,87,5,26.2,39.3,52.4,65.6,75.0,86.1,123.0,184.4,245.9,1,147.5
IDR,23,WANITA,Flexi Berkah,,10,13.7,19.2,24.3,30.4,36.4,42.5,60.7,85.4,113.9,569.5
IDR,23,WANITA,Flexi Berkah,,15,9.8,13.2,17.6,19.6,23.5,27.4,39.2,58.8,75.0,367.5
IDR,23,WANITA,Flexi Cermat,15,5,133.2,199.8,266.5,333.1,399.7,466.3,666.2,999.2,1,332.3,6,661.5
IDR,23,WANITA,Flexi Cermat,,10,72.3,108.5,144.7,180.8,217.0,253.2,361.7,542.5,723.3,3,616.5
IDR,23,WANITA,Flexi Cermat,25,5,81.2,121.8,162.5,203.1,243.7,284.3,406.2,609.2,758.1,3,790.5
IDR,23,WANITA,Flexi Cermat,,10,44.4,66.7,83.3,104.2,125.0,145.8,208.3,312.5,416.6,1,944.5
IDR,23,WANITA,Flexi Cermat,,15,30.7,46.1,61.4,75.0,86.4,100.8,144.0,215.9,287.9,1,343.5
IDR,23,WANITA,Flexi Cermat,35,5,48.3,72.5,90.6,113.3,136.0,158.6,226.6,339.9,453.2,2,115.0
IDR,23,WANITA,Flexi Cermat,,10,26.7,40.1,53.5,66.9,75.2,87.7,125.4,188.0,250.7,1,170.0
IDR,23,WANITA,Flexi Cermat,,15,18.9,25.2,33.6,42.0,50.3,58.7,78.7,118.1,157.4,734.5
USD,23,WANITA,Flexi Amanah,YRT,1,-,-,-,-,456,532,760,1140,1520,7600
USD,23,WANITA,Flexi Amanah,5,5,-,-,-,-,456,532,760,1140,1520,7600
USD,23,WANITA,Flexi Amanah,10,10,-,-,-,-,474,553,790,1185,1580,7900
USD,23,WANITA,Flexi Berkah,87,5,10359,15539,20718,25898,31077,36257,51795,72510,96680,483400
USD,23,WANITA,Flexi Berkah,,10,5755,8094,10792,13490,16188,18886,26980,40470,53960,251800
USD,23,WANITA,Flexi Berkah,,15,3871,5807,7500,9073,10887,12702,18145,27218,36290,169350
USD,23,WANITA,Flexi Cermat,15,5,16855,25283,33710,42138,50565,58993,84275,126413,168550,842750
USD,23,WANITA,Flexi Cermat,,10,8694,13041,17388,21735,26082,30429,43470,65205,86940,434700
USD,23,WANITA,Flexi Cermat,25,5,11919,17879,23838,29798,35757,41717,59595,83430,111240,556200
USD,23,WANITA,Flexi Cermat,,10,6582,9255,12340,15425,18510,21595,30850,46275,61700,287950
USD,23,WANITA,Flexi Cermat,,15,4169,6254,7816,9770,11724,13678,19540,29310,39080,182400
USD,23,WANITA,Flexi Cermat,35,5,8602,12903,17204,21505,25806,30107,43010,64515,80280,401400
USD,23,WANITA,Flexi Cermat,,10,4390,6585,8232,10290,12348,14406,20580,30870,41160,192100
USD,23,WANITA,Flexi Cermat,,15,2977,4466,5954,7443,8373,9769,13955,20933,27910,130250
IDR,24,PRIA,Flexi Amanah,YRT,1,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,24,PRIA,Flexi Amanah,5,5,-,-,-,4.9,5.9,6.9,9.8,14.7,19.6,98.0
IDR,24,PRIA,Flexi Amanah,10,10,-,-,4.1,5.1,6.1,7.1,10.2,15.3,20.4,102.0
IDR,24,PRIA,Flexi Berkah,86,5,31.2,46.8,62.4,75.0,87.7,102.3,146.2,219.2,292.3,1,364.0
IDR,24,PRIA,Flexi Berkah,,10,16.2,21.6,28.9,36.1,43.3,50.5,72.2,101.5,135.3,676.5
IDR,24,PRIA,Flexi Berkah,,15,12.0,18.0,21.3,26.6,31.9,37.2,53.2,75.0,99.8,499.0
IDR,24,PRIA,Flexi Cermat,15,5,140.9,211.4,281.8,352.3,422.7,493.2,704.6,1,056.8,1,409.1,7,045.5
IDR,24,PRIA,Flexi Cermat,,10,74.7,112.0,149.3,186.6,224.0,261.3,373.3,559.9,746.5,3,732.5
IDR,24,PRIA,Flexi Cermat,25,5,82.7,124.0,165.4,206.7,248.1,289.4,413.5,620.2,771.8,3,859.0
IDR,24,PRIA,Flexi Cermat,,10,46.4,69.7,87.1,108.9,130.6,152.4,217.7,326.6,435.4,2,032.0
IDR,24,PRIA,Flexi Cermat,,15,31.7,47.6,63.5,75.0,89.3,104.2,148.8,223.2,297.6,1,389.0
IDR,24,PRIA,Flexi Cermat,35,5,49.3,74.0,92.4,115.6,138.7,161.8,231.1,346.7,462.2,2,156.5
IDR,24,PRIA,Flexi Cermat,,10,27.3,41.0,54.7,68.3,76.9,89.7,128.1,192.2,256.2,1,195.5
IDR,24,PRIA,Flexi Cermat,,15,19.8,29.6,39.5,49.4,59.3,69.2,92.7,139.0,185.3,864.5
USD,24,PRIA,Flexi Amanah,YRT,1,-,-,-,490,588,686,980,1470,1960,9800
USD,24,PRIA,Flexi Amanah,5,5,-,-,-,490,588,686,980,1470,1960,9800
USD,24,PRIA,Flexi Amanah,10,10,-,-,408,510,612,714,1020,1530,2040,10200
USD,24,PRIA,Flexi Berkah,86,5,12314,18471,24628,30785,36942,43099,61570,86198,114930,574650
USD,24,PRIA,Flexi Berkah,,10,6841,9620,12826,16033,19239,22446,32065,48098,64130,299300
USD,24,PRIA,Flexi Berkah,,15,4618,6927,8658,10823,12987,15152,21645,32468,43290,202000
USD,24,PRIA,Flexi Cermat,15,5,16897,25346,33794,42243,50691,59140,84485,126728,168970,844850
USD,24,PRIA,Flexi Cermat,,10,8792,13188,17584,21980,26376,30772,43960,65940,87920,439600
USD,24,PRIA,Flexi Cermat,25,5,12323,18485,24646,30808,36969,43131,61615,86265,115020,575100
USD,24,PRIA,Flexi Cermat,,10,6742,9482,12642,15803,18963,22124,31605,47408,63210,295000
USD,24,PRIA,Flexi Cermat,,15,4266,6399,8000,10000,12000,14000,20000,30000,40000,186650
USD,24,PRIA,Flexi Cermat,35,5,8920,13380,17840,22300,26760,31220,44600,66900,83250,416250
USD,24,PRIA,Flexi Cermat,,10,4568,6852,8566,10708,12849,14991,21415,32123,42830,199850
USD,24,PRIA,Flexi Cermat,,15,3062,4593,6124,7500,8613,10049,14355,21533,28710,134000
IDR,24,WANITA,Flexi Amanah,YRT,1,-,-,-,-,4.6,5.3,7.6,11.4,15.2,76.0
IDR,24,WANITA,Flexi Amanah,5,5,-,-,-,-,4.6,5.3,7.6,11.4,15.2,76.0
IDR,24,WANITA,Flexi Amanah,10,10,-,-,-,-,4.8,5.6,8.0,12.0,16.0,80.0
IDR,24,WANITA,Flexi Berkah,86,5,26.9,40.4,53.8,67.3,75.7,88.3,126.1,189.2,252.2,1,177.0
IDR,24,WANITA,Flexi Berkah,,10,14.0,19.2,24.9,31.2,37.4,43.6,62.3,87.6,116.8,584.0
IDR,24,WANITA,Flexi Berkah,,15,10.1,13.6,18.1,20.2,24.2,28.2,40.3,60.5,75.5,377.5
IDR,24,WANITA,Flexi Cermat,15,5,133.4,200.0,266.7,333.4,400.1,466.7,666.8,1,000.1,1,333.5,6,667.5
